,Campus Name,Lower Grade,Upper Grade,Grade Range,Map Label,Lower Age,Upper Age,CDS Code,Campus Address,Location 1,Zip Codes,Supervisor District,Neighborhoods (old),Fire Prevention Districts,Police Districts,Supervisor Districts,CCSF Entity_Private,CCSF Entity_SFCCD,CCSF Entity_SFUSD,Category_Community College District,Category_Independent / Private,Category_USD Charter School,Category_USD Charter School; PreK-5,Category_USD County School,Category_USD Grades 6-12,Category_USD Grades 6-8,Category_USD Grades 9-12,Category_USD Grades K-4,Category_USD Grades K-5,"Category_USD Grades K-5, PreK-5",Category_USD Grades K-8,Category_USD Grades PK-8,Category_USD PreK,"Category_USD PreK, Grades K-5",Category_USD PreK-4,"Category_USD PreK-4, Grades K-5",Category_USD PreK-5,Category_USD PreK-5                                   ,"Category_USD PreK-5, Grades K-5",Category_USD PreK-8,Category_USD PreK/TK,Category_USD PreK/TK-4,Category_USD PreK/TK-5,General Type_CC,General Type_CDC,General Type_IND,General Type_PS
314,South Of Market Child Care - Judith Baker Child Development Center,-2,-1,PK,CDC136,3,4,384001365.0,"685 NATOMA ST, SAN FRANCISCO, CA 94103","CA
(37.776806, -122.411476)",28853,6,34,8.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315,Wah Mei School,-2,-1,PK,CDC154,3,4,380504314.0,"1400 JUDAH ST, SAN FRANCISCO, CA 94122","CA
(37.76186, -122.477371)",56,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,Stretch The Imagination Child Care Center,-2,-1,PK,CDC140,3,4,384002029.0,"2509 BUSH ST, SAN FRANCISCO, CA 94115","CA
(37.786095, -122.438888)",29490,2,27,15.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,C5 Childrens School - Sf City Building Center,-2,-1,PK,CDC008,3,4,384000654.0,"525 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102","CA
(37.781109, -122.418922)",28852,6,36,7.0,9.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
318,Saint Cecilia School,0,8,K-8,IND292,5,13,38684786981690.0,"600 VICENTE ST, SAN FRANCISCO, CA 94116","CA
(37.739872, -122.473602)",29491,7,40,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
319,Mission Dolores Academy,0,8,K-8,IND274,5,13,38684786981716.0,"3399 16TH ST, SAN FRANCISCO, CA 94114","CA
(37.764122, -122.428284)",28862,8,3,8.0,4.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
320,Marin Day School - Hills Plaza,-4,-2,INF,CDC089,1,3,384001299.0,"2 HARRISON ST, STE 150, SAN FRANCISCO, CA 94105","CA
(37.789803, -122.389755)",28855,6,6,6.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
321,Alt School - Alamo Square,0,5,K-5,IND201,5,10,38684786148274.0,"735 FELL ST, SAN FRANCISCO, CA 94117","CA
(37.774788, -122.430206)",29492,5,10,7.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
322,Jewish Community High School Of The Bay,9,12,9-12,IND253,14,17,38684786200554.0,"1835 ELLIS ST, SAN FRANCISCO, CA 94115","CA
(37.781651, -122.436676)",29490,5,41,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
323,South Of Market Child Care - Yerba Buena Gardens Child Development Center,-2,-1,PK,CDC137,3,4,384000406.0,"790 FOLSOM ST, SAN FRANCISCO, CA 94107","CA
(37.783512, -122.40081)",28853,6,34,6.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,Cow Hollow Kindergarten,-2,-1,PK,CDC020,3,4,38684786918601.0,"65 FUNSTON AVE, SAN FRANCISCO, CA 94129","CA
(37.799049, -122.455528)",61,2,30,11.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
325,"Roosevelt, Theodore Roosevelt Middle School",6,8,6-8,PS098,11,13,38684786059901.0,"460 ARGUELLO BLVD, San Francisco, CA 94118","CA
(37.78228, -122.458351)",54,2,31,11.0,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,Pacific Primary - Orange Sun School,-2,-1,PK,CDC118,3,4,384001816.0,"1501 GROVE ST, SAN FRANCISCO, CA 94117","CA
(37.775284, -122.441605)",29492,5,16,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,Gates And Bridges Preschool,-2,-1,PK,CDC042,3,4,380504276.0,"1601 10TH AVE, SAN FRANCISCO, CA 94112","CA
(37.758255, -122.467148)",56,7,12,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,Downtown High School,9,12,9-12,PS025,14,17,38684783830064.0,"693 VERMONT ST, San Francisco, CA 94107","CA
(37.761398, -122.403702)",28856,10,29,10.0,3.0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,French American International School,0,12,K-12,IND243,5,17,38684786981195.0,"150 OAK ST, SAN FRANCISCO, CA 94102","CA
(37.775456, -122.421577)",28852,5,10,7.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330,"Drew, Dr. Charles R. Drew Elementary / Early Education",-2,5,PK-5,PS026,3,10,38684786104673.0,"50 POMONA ST, San Francisco, CA 94124","CA
(37.731796, -122.39389)",58,10,1,10.0,3.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
331,San Francisco International High School,9,12,9-12,PS101,14,17,38684786149876.0,"1050 YORK ST, SAN FRANCISCO, CA 94110","CA
(37.75523, -122.408859)",28859,9,19,2.0,4.0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,Jefferson Out Of School (OST) Program,0,5,K-5,PS052,5,10,38684786041230.0,"1325 18TH AVE, SAN FRANCISCO CA 94122","CA
(37.763062, -122.476318)",56,4,12,1.0,8.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,Saint James Preschool (Episcopal Church),-2,-1,PK,CDC130,3,4,380500619.0,"4620 CALIFORNIA ST, SAN FRANCISCO, CA 94118","CA
(37.784939, -122.467201)",54,1,11,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,Maria Montessori School Of The Golden Gate,-2,-1,PK,CDC086,3,4,380506275.0,"62 LENOX WAY, SAN FRANCISCO, CA 94127","CA
(37.7426, -122.46521)",59,7,40,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
335,Ucsf - Marilyn Reed Lucia Child Care Study Center,-2,-1,PK,CDC149,3,4,384002158.0,"610 PARNASSUS AVE, SAN FRANCISCO, CA 94143","CA
(37.7631, -122.460121)",56,5,12,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,"King, Thomas Starr King Elementary / Preschool",-2,5,PK-5,PS056,3,10,38684786041602.0,"1215 CAROLINA ST, SAN FRANCISCO, CA 94107","CA
(37.753288, -122.399193)",28856,10,29,10.0,3.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
337,Jewish Community Center San Francisco - Brotherhood Way Preschool,-2,-1,PK,CDC056,3,4,380500086.0,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132","CA
(37.713123, -122.475296)",64,7,14,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,Kids Kollege Preschool,-2,-1,PK,CDC067,3,4,380505246.0,"3939 LAWTON ST, SAN FRANCISCO, CA 94122","CA
(37.756462, -122.505241)",56,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
339,"Lick, James Lick Middle School",6,8,6-8,PS063,11,13,38684786062053.0,"1220 NOE ST, San Francisco, CA 94114","CA
(37.749363, -122.432785)",28862,8,22,2.0,4.0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,Mission Neighborhood Centers - Bernal Dwellings Child Development,-2,-1,PK,CDC099,3,4,384001017.0,"3185 26TH ST, SAN FRANCISCO, CA 94110","CA
(37.748848, -122.41262)",28859,9,19,2.0,4.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
341,El Dorado Elementary School,0,5,K-5,PS028,5,10,38684786040950.0,"70 DELTA ST, San Francisco, CA 94134","CA
(37.718658, -122.407852)",309,10,18,9.0,7.0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,Alt School - Yerba Buena,-1,8,TK-8,IND208,4,13,,"300 04TH ST, SAN FRANCISCO, CA 94107","CA
(37.781742, -122.401199)",28856,6,34,6.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
343,True Sunshine Preschool Center,-2,-1,PK,CDC148,3,4,380504311.0,"777 STOCKTON ST STE 201, SAN FRANCISCO, CA 94108","CA
(37.792976, -122.407844)",28857,3,4,3.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
344,Pomeroy Recreation And Rehabilitation Center,-2,12,PK-12,IND282,3,17,,"207 SKYLINE BLVD, SAN FRANCISCO, CA 94132","CA
(37.729641, -122.501846)",64,7,14,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,Brightworks,0,8,K-8,IND222,5,13,38684786142079.0,"1900 BRYANT ST, SAN FRANCISCO, CA 94110","CA
(37.762238, -122.410377)",28859,9,19,8.0,4.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346,Proof School,6,12,6-12,IND285,11,17,38684786150254.0,"555 POST ST, SAN FRANCISCO, CA 94102","CA
(37.787655, -122.410942)",28852,3,36,5.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,Stuart Hall High School,9,12,9-12,IND330,14,17,38684787104631.0,"1715 OCTAVIA ST, SAN FRANCISCO, CA 94109","CA
(37.788628, -122.427238)",28858,5,27,13.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,Edison Charter K-8,0,8,K-8,PS027,5,13,38684786040935.0,"3531 22ND ST, San Francisco, CA 94114","CA
(37.754467, -122.426041)",28862,8,22,2.0,4.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,Mother Goose School,-2,0,PK-K,IND277,3,5,380504982.0,"334 28TH AVE, SAN FRANCISCO, CA 94121","CA
(37.783024, -122.487839)",55,1,26,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
350,Saint Vincent De Paul School,-2,8,K-8,IND309,3,13,38684786980676.0,"2350 GREEN ST, SAN FRANCISCO, CA 94123","CA
(37.796112, -122.437851)",57,2,17,13.0,9.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
351,Our Lady Of The Visitacion School,0,8,K-8,IND280,5,13,38684786981559.0,"785 SUNNYDALE AVE, SAN FRANCISCO, CA 94134","CA
(37.709122, -122.409546)",309,10,39,9.0,7.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,Gateway Middle School,-2,5,PK-5,PS038,3,10,38684780123265.0,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115","CA
(37.779419, -122.435921)",29490,5,41,15.0,5.0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,Cleveland Elementary School,0,5,K-5,PS021,5,10,38684786040836.0,"455 ATHENS ST, San Francisco, CA 94112","CA
(37.720341, -122.429192)",28861,11,5,9.0,7.0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,Holy Name Elementary School,0,8,K-8,IND251,5,13,38684786981278.0,"1560 40TH AVE, SAN FRANCISCO, CA 94122","CA
(37.75761, -122.498878)",56,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355,Drew School,9,12,9-12,IND237,14,17,38684786939557.0,"2901 CALIFORNIA ST, SAN FRANCISCO, CA 94115","CA
(37.787643, -122.442322)",29490,2,27,13.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356,"Asawa, Ruth Asawa San Francisco School Of The Arts

 / Academy Of Arts And Sciences",9,12,9-12,PS006,14,17,38684783830387.0,"555 PORTOLA DR, SAN FRANCISCO CA, 94131","CA
(37.745316, -122.44883)",63,8,7,2.0,7.0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,Kai Ming Head Start - Saint Luke Center,-2,-1,PK,CDC063,3,4,384002582.0,"1755 CLAY ST, SAN FRANCISCO, CA 94109","CA
(37.792061, -122.42215)",28858,3,21,13.0,9.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
358,Peekadoodle Of San Francisco,-2,-1,PK,CDC120,3,4,384002261.0,"900 NORTH POINT ST STE F100, SAN FRANCISCO, CA 94109","CA
(37.805534, -122.423187)",28858,2,32,5.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,Glen Park Montessori Preschool,-2,-1,PK,CDC043,3,4,384000740.0,"649 CHENERY ST, SAN FRANCISCO, CA 94131","CA
(37.734295, -122.432915)",63,8,7,2.0,7.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Stratford School - San Francisco,-2,8,PK-8,IND328,3,13,38684786135651.0,"301 DE MONTFORT AVE, SAN FRANCISCO, CA 94112","CA
(37.723126, -122.461632)",28861,7,24,9.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
361,Wu Yee Child Development Center - Bayview,-2,-1,PK,CDC156,3,4,384002433.0,"1601 LANE ST, SAN FRANCISCO, CA 94124","CA
(37.731804, -122.38958)",58,10,1,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,Wu Yee Child Development Center - South East,-2,-1,PK,CDC166,3,4,384002516.0,"1300 PHELPS ST, SAN FRANCISCO, CA 94124","CA
(37.737419, -122.393837)",58,10,1,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,Economic Opportunity Council Sf - Chinatown Childcare,-2,-1,PK,CDC026,3,4,380504308.0,"715 CHESTNUT ST, SAN FRANCISCO, CA 94134","CA
(37.803215, -122.41523)",308,3,32,5.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364,Lone Mountain Childrens Center,-2,-1,PK,CDC083,3,4,384000944.0,"1806 BELLES ST, SAN FRANCISCO, CA 94129","CA
(37.788681, -122.473633)",61,2,30,11.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,My City School,6,8,6-8,IND278,11,13,,"199 MUSEUM WAY, SAN FRANCISCO, CA 94114","CA
(37.764423, -122.438148)",28862,8,3,15.0,5.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,Sunnyside Elementary School,0,5,K-5,PS111,5,10,38684786041610.0,"250 FOERSTER ST, San Francisco, CA 94112","CA
(37.730293, -122.448257)",28861,7,40,9.0,7.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,Economic Opportunity Council Sf - Cleo Wallace Childcare,-2,-1,PK,CDC027,3,4,380504451.0,"65 TURNER TER, SAN FRANCISCO, CA 94107","CA
(37.755669, -122.394699)",28856,10,29,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,Little People Preschool ,-2,0,PK-K,IND266,3,5,384001910.0,"3595 TARAVAL ST, SAN FRANCISCO, CA 94116","CA
(37.741543, -122.504295)",29491,4,35,1.0,8.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369,Mercy High School,9,12,9-12,IND273,14,17,38684786939672.0,"3250 19TH AVE, SAN FRANCISCO, CA 94132","CA
(37.7295, -122.473587)",64,7,40,9.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,Saint Anne Elementary School,0,8,K-8,IND288,5,13,38684786981658.0,"1320 14TH AVE, SAN FRANCISCO, CA 94122","CA
(37.763023, -122.471283)",56,5,12,1.0,8.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,Zion Lutheran School,0,8,K-8,IND340,5,13,38684786980890.0,"495 09TH AVE, SAN FRANCISCO, CA 94118","CA
(37.77924, -122.467636)",54,1,11,11.0,6.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
372,Our Victorian Schoolhouse,-2,-1,PK,CDC117,3,4,384001973.0,"823 DIVISIDERO ST, SAN FRANCISCO, CA 94117","CA
(37.777241, -122.438637)",29492,5,41,15.0,5.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373,Nihonmachi Little Friends - Bush St,-2,-1,PK,CDC113,3,4,380504390.0,"2031 BUSH ST, SAN FRANCISCO, CA 94115","CA
(37.78709, -122.430588)",29490,5,27,13.0,9.0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,"Revere, Paul Revere School / Preschool",-2,8,PK-8,PS094,3,13,38684786041487.0,"555 TOMPKINS AVE, San Francisco, CA 94110","CA
(37.737614, -122.413116)",28859,9,2,10.0,7.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
375,Meadows-Livingstone School,0,6,K-6,IND272,5,11,38684786909600.0,"1497 POTRERO AVE STE 1, SAN FRANCISCO, CA 94110","CA
(37.749626, -122.404839)",28859,10,19,10.0,4.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376,City College of San Francisco Chinatown North Beach Center,13,14,13-14,CC01,18,19,,"808 KEARNY ST, SAN FRANCISCO, CA 94108","CA
(37.795555, -122.404701)",28857,7,4,3.0,1.0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,Aptos Middle School,6,8,6-8,PS003,11,13,38684786062020.0,"105 APTOS AVE, San Francisco, CA 94127","CA
(37.729672, -122.465782)",59,7,40,9.0,8.0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,Good Samaritan Child Development Center,-2,-1,PK,CDC047,3,4,384000227.0,"1294 POTRERO AVE, SAN FRANCISCO, CA 94110","CA
(37.751873, -122.40657)",28859,9,19,10.0,4.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)",0,8,K-8,PS066,5,13,38684786102479.0,"3950 SACRAMENTO ST, San Francisco, CA 94118","CA
(37.787201, -122.458015)",54,2,31,11.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,Archbishop Riordan High School,9,12,9-12,IND211,14,17,38684786939730.0,"175 PHELAN AVE, SAN FRANCISCO, CA 94112","CA
(37.727902, -122.453056)",28861,7,40,9.0,7.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381,Martha Hills Learning Center,-2,-1,PK,CDC094,3,4,384001666.0,"1042 JAMESTOWN AVE, SAN FRANCISCO, CA 94124","CA
(37.719162, -122.394241)",58,10,1,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,Sunset Elementary School,0,5,K-5,PS112,5,10,38684786113997.0,"1920 41ST AVE, SAN FRANCISCO, CA 94116","CA
(37.750523, -122.499153)",29491,4,35,1.0,8.0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,Wu Yee Child Development Center - New Generation,-2,-1,PK,CDC163,3,4,384000921.0,"700 VELASCO AVE, SAN FRANCISCO, CA 94134","CA
(37.710182, -122.418098)",309,10,39,9.0,7.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
384,Presidio Middle School,6,8,6-8,PS092,11,13,38684786062079.0,"450 30TH AVE, San Francisco, CA 94121","CA
(37.780865, -122.489624)",55,1,26,11.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,Bright Horizons - 2Nd St,-2,4,PK-4,IND217,3,9,384002149.0,"303 02ND ST STE 250, SAN FRANCISCO, CA 94107","CA
(37.785294, -122.395569)",28856,6,6,6.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,Buena Vista Child Care,0,5,K-5,IND223,5,10,384002230.0,"3351 23RD ST, SAN FRANCISCO, CA 94110","CA
(37.753567, -122.42028)",28859,9,19,2.0,4.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,Wu Yee Child Development Center - Generations,-2,-1,PK,CDC159,3,4,380505707.0,"1010 MONTGOMERY ST, SAN FRANCISCO, CA 94133","CA
(37.798492, -122.403709)",308,3,23,3.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,Mission Neighborhood Centers - Southeast Families United Childcare,-2,-1,PK,CDC104,3,4,384001834.0,"1337 EVANS AVE, SAN FRANCISCO, CA 94124","CA
(37.739754, -122.383591)",58,10,1,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
389,Wu Yee Child Development Center - Hunters Point/Kirkwood,-2,-1,PK,CDC161,3,4,384002529.0,"729 KIRKWOOD AVE, SAN FRANCISCO, CA 94124","CA
(37.72887, -122.374405)",58,10,1,10.0,3.0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,Mission Neighborhood Centers - Mission Bay,-2,-1,PK,CDC103,3,4,384001138.0,"150 BERRY ST, SAN FRANCISCO, CA 94107","CA
(37.776493, -122.39299)",28856,6,20,6.0,2.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391,Tenderloin Elementary / Early Education,-2,5,PK-5,PS115,3,10,38684786115901.0,"627 TURK ST, San Francisco, CA 94102","CA
(37.781796, -122.419777)",28852,6,36,7.0,9.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
392,Bay School Of San Francisco,9,12,9-12,IND214,14,17,38684786138176.0,"35 KEYES AVE, SAN FRANCISCO, CA 94129","CA
(37.800579, -122.455818)",61,2,30,11.0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,Lakeside Presbyterian Center For Children,-2,0,PK-K,IND261,3,5,380500371.0,"201 EUCALYPTUS DR, SAN FRANCISCO, CA 94132","CA
(37.730774, -122.475197)",64,7,14,1.0,8.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,Chinese Education Center Elementary School,0,5,K-5,PS017,5,10,38684786089569.0,"657 MERCHANT ST, SAN FRANCISCO, CA 94111","CA
(37.794769, -122.40406)",28860,3,4,3.0,1.0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,"Mahler, Theresa S. Mahler Early Education School",-2,-1,PK,CDC085,3,4,38684780117572.0,"990 CHURCH ST, San Francisco, CA 94114","CA
(37.755276, -122.428093)",28862,8,22,2.0,4.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
